City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,xining,36.6167,101.7667,4.74,72,100,1.89,CN,1697591429
292,prado,-17.3411,-39.2208,23.03,83,11,3.63,BR,1697591429
293,cidade velha,14.9167,-23.6167,27.33,72,1,3.49,CV,1697591430
294,huarmey,-10.0681,-78.1522,20.2,85,100,4.6,PE,1697591430
295,dawesville,30.9224,-84.0091,14.64,82,0,0.0,US,1697591430
296,chiredzi,-21.05,31.6667,18.77,70,100,3.21,ZW,1697591430
297,jiayuguan,39.8167,98.3,2.82,77,100,4.22,CN,1697591431
298,mitu,1.1983,-70.1733,25.63,76,100,0.85,CO,1697591431
299,shalya,57.2471,58.7298,4.28,65,37,5.37,RU,1697591431
300,patterson,37.4716,-121.1297,28.88,51,0,2.97,US,1697591431
301,sao jose da coroa grande,-8.8978,-35.1478,23.65,82,100,3.86,BR,1697591432
302,las khorey,11.1595,48.1967,26.73,77,97,2.68,SO,1697591432
303,posse,-14.0931,-46.3694,24.2,22,0,3.39,BR,1697591432
304,mount pearl,47.5166,-52.7813,4.36,90,100,2.06,CA,1697591432
305,qaqortoq,60.7167,-46.0333,-1.01,50,8,4.39,GL,1697591433
306,beloyarskiy,63.7119,66.6722,8.89,93,96,2.68,RU,1697591357
307,baukau,51.5526,7.2042,7.81,83,100,2.24,DE,1697591433
308,taltal,-25.4,-70.4833,16.74,81,98,1.66,CL,1697591434
309,kapuskasing,49.4169,-82.4331,5.37,85,0,2.13,CA,1697591434
310,north bend,43.4065,-124.2243,17.91,82,0,2.57,US,1697591435
311,maumere,-8.6199,122.2111,29.04,59,6,1.39,ID,1697591435
312,newnham,-41.3833,147.1333,17.59,39,5,7.2,AU,1697591435
313,petauke,-14.2426,31.3253,18.9,92,100,2.47,ZM,1697591435
314,praia da vitoria,38.7333,-27.0667,21.53,97,100,7.28,PT,1697591436
315,jayapura,-2.5333,140.7,31.66,68,33,1.72,ID,1697591436
316,paharpur,32.1038,70.9724,20.15,62,2,1.32,PK,1697591436
317,magadan,59.5667,150.8,0.85,75,0,4.92,RU,1697591437
318,nova sintra,14.8667,-24.7167,25.38,71,0,2.56,CV,1697591437
319,klyuchi,52.2667,79.1667,7.25,52,11,3.22,RU,1697591438
320,tamanrasset,22.785,5.5228,23.18,18,99,2.08,DZ,1697591438
321,priargunsk,50.3691,119.1012,4.24,54,99,5.43,RU,1697591439
322,miles city,46.4083,-105.8406,14.54,33,20,9.77,US,1697591439
323,alvaraes,-3.2208,-64.8042,26.79,70,35,0.68,BR,1697591440
324,polillo,14.7122,121.9392,27.73,84,65,5.75,PH,1697591440
325,fengcheng,40.4536,124.0717,11.72,86,100,1.11,CN,1697591440
326,igrim,63.1906,64.4162,7.23,84,86,4.02,RU,1697591441
327,cody,44.5263,-109.0565,14.12,35,100,6.17,US,1697591192
328,meulaboh,4.1363,96.1285,25.33,84,100,2.22,ID,1697591441
329,kalianget,-7.05,113.9333,28.54,69,49,5.58,ID,1697591442
330,mao,39.8885,4.2658,23.31,88,0,3.09,ES,1697591442
331,winneba,5.3511,-0.6231,24.59,90,79,2.3,GH,1697591443
332,washington,47.5001,-120.5015,15.32,49,100,2.61,US,1697591240
333,mogocha,53.7333,119.7667,1.53,72,100,2.24,RU,1697591443
334,tralee,52.2704,-9.7026,12.72,93,100,7.71,IE,1697591444
335,an nuhud,12.7,28.4333,26.31,19,84,6.63,SD,1697591316
336,seminole,28.7086,-81.2081,18.44,75,0,2.06,US,1697591444
337,upington,-28.4478,21.2561,19.36,35,0,3.61,ZA,1697591445
338,filadelfia,39.9523,-75.1638,13.64,86,100,1.54,US,1697591279
339,alice springs,-23.7,133.8833,24.75,13,0,4.63,AU,1697591445
340,kzyltu,53.6364,72.3414,9.3,73,8,3.57,KZ,1697591445
341,la ronge,55.1001,-105.2842,8.9,76,99,2.71,CA,1697591445
342,sao vicente,-23.9631,-46.3919,25.15,54,100,3.58,BR,1697591446
343,kodiak,57.79,-152.4072,8.73,87,100,4.63,US,1697591446
344,happy valley-goose bay,53.3168,-60.3315,5.17,75,75,2.57,CA,1697591446
345,tonghae,37.5439,129.1069,18.79,39,100,2.17,KR,1697591446
346,swift current,50.2834,-107.8014,9.45,81,100,8.23,CA,1697591162
347,pisco,-13.7,-76.2167,19.03,88,0,6.17,PE,1697591447
348,shevchenkove,49.6959,37.1735,1.92,70,0,3.58,UA,1697591447
349,berezovskiy,55.6,86.2,7.82,86,100,3.15,RU,1697591447
350,masuguru,-11.3667,38.4167,23.64,77,98,2.39,TZ,1697591448
351,raduzhny,62.0961,77.475,6.37,95,28,4.13,RU,1697591448
352,cuito,-12.3833,16.9333,16.15,79,76,2.54,AO,1697591448
353,steinbach,50.1667,8.5667,6.73,83,0,4.12,DE,1697591448
354,zilair,52.2332,57.4392,4.55,73,100,3.42,RU,1697591448
355,mount isa,-20.7333,139.5,32.87,11,0,6.69,AU,1697591449
356,orchard homes,46.8633,-114.0484,12.4,44,0,3.6,US,1697591449
357,el porvenir,13.7617,-87.3458,22.63,79,84,3.04,HN,1697591449
358,molde,62.7375,7.1591,4.91,100,100,3.09,NO,1697591450
359,dakhla,23.6848,-15.958,21.94,84,21,5.06,EH,1697591450
360,port-gentil,-0.7193,8.7815,25.62,84,100,4.17,GA,1697591450
361,karratha,-20.7377,116.8463,33.2,16,0,2.33,AU,1697591227
362,dondo,-19.6094,34.7431,21.78,94,100,2.34,MZ,1697591450
363,heihe,50.2441,127.4902,9.11,53,5,4.18,CN,1697591451
364,porto seguro,-16.4497,-39.0647,22.29,88,20,1.03,BR,1697591451
365,faya-largeau,17.9257,19.1043,27.97,20,12,8.0,TD,1697591451
366,kourou,5.1552,-52.6478,25.03,82,57,3.6,GF,1697591451
367,lihue,21.9789,-159.3672,27.77,68,75,3.6,US,1697591325
368,mar del plata,-38.0023,-57.5575,10.05,75,0,0.89,AR,1697591452
369,santa ana,33.7456,-117.8678,30.23,67,20,2.57,US,1697591452
370,farafangana,-22.8167,47.8333,23.1,93,100,2.09,MG,1697591452
371,tofol,5.3248,163.0078,25.88,89,75,3.6,FM,1697591452
372,chhor,25.5167,69.7667,27.08,70,0,3.26,PK,1697591453
373,brainerd,46.358,-94.2008,14.14,66,20,2.57,US,1697591453
374,kochenevo,55.0218,82.202,7.66,90,69,3.15,RU,1697591453
375,pachino,36.7186,15.0907,21.99,78,99,3.5,IT,1697591453
376,whangarei,-35.7317,174.3239,20.15,68,100,3.39,NZ,1697591453
377,sao felix do xingu,-6.6447,-51.995,29.45,38,99,0.59,BR,1697591454
378,bealanana,-14.55,48.7333,15.42,90,0,0.92,MG,1697591240
379,pericos,25.05,-107.7,30.95,75,0,1.99,MX,1697591454
380,medenine,33.355,10.5055,25.85,18,3,3.94,TN,1697591454
381,salym,60.0625,71.4789,7.71,85,56,4.27,RU,1697591455
382,quellon,-43.1167,-73.6167,8.62,94,94,3.47,CL,1697591455
383,amungan,15.3652,119.9582,29.65,65,20,0.49,PH,1697591455
384,khobi,42.3156,41.8987,8.83,73,100,2.0,GE,1697591455
385,turkmenabat,39.0733,63.5786,16.51,30,100,4.22,TM,1697591456
386,abrego,8.0807,-73.2205,17.8,92,46,2.15,CO,1697591456
387,anadyr,64.75,177.4833,-5.72,67,20,9.0,RU,1697591456
388,olean,42.0776,-78.4297,9.38,100,100,3.09,US,1697591456
389,godean,-7.7697,110.2939,28.19,61,100,1.33,ID,1697591456
390,west bay,19.3667,-81.4167,28.04,74,20,6.17,KY,1697591457
391,urangan,-25.3,152.9,22.2,62,27,8.63,AU,1697591457
392,whakatane,-37.9585,176.9854,20.99,85,35,3.13,NZ,1697591457
393,talitsa,56.8804,60.0213,7.3,63,100,5.97,RU,1697591458
394,dunlap,41.6378,-85.9217,11.1,87,20,2.06,US,1697591458
395,medicine hat,50.0501,-110.6683,13.73,62,9,1.34,CA,1697591458
396,la tuque,47.4334,-72.7824,5.14,93,99,0.0,CA,1697591458
397,kailua-kona,19.6406,-155.9956,30.54,64,20,2.68,US,1697591459
398,cockburn town,21.4612,-71.1419,29.25,71,44,4.35,TC,1697591224
399,horodnytsya,50.807,27.3168,2.85,77,100,2.62,UA,1697591459
400,arno,60.1167,18.6333,6.55,87,100,5.17,SE,1697591459
401,carnarvon,-24.8667,113.6333,26.79,31,0,8.52,AU,1697591460
402,carpinis,45.7872,20.9042,6.21,51,99,2.55,RO,1697591460
403,veinticinco de mayo,-35.4323,-60.1727,11.66,49,0,0.45,AR,1697591461
404,praia,14.9215,-23.5087,27.4,72,1,3.4,CV,1697591461
405,fort bragg,35.139,-79.006,16.06,81,100,0.0,US,1697591461
406,diffa,13.3154,12.6113,29.82,22,100,3.86,NE,1697591461
407,lazaro cardenas,17.9583,-102.2,25.98,88,100,1.21,MX,1697591461
408,phan rang-thap cham,11.5667,108.9833,27.84,79,87,2.02,VN,1697591463
409,celestun,20.8667,-90.4,24.4,61,50,5.12,MX,1697591463
410,hudson,40.7168,-74.0663,15.56,70,0,2.24,US,1697591404
411,lisala,2.15,21.5167,21.28,93,100,0.61,CD,1697591464
412,sudak,44.85,34.9667,9.47,59,100,2.93,UA,1697591464
413,bodo,67.28,14.405,1.54,100,75,2.57,NO,1697591464
414,chos malal,-37.3781,-70.2709,18.07,28,0,1.73,AR,1697591465
415,colonia,50.9333,6.95,7.75,78,0,2.06,DE,1697591373
416,lloydminster,53.2835,-110.0016,8.04,84,100,3.5,CA,1697591466
417,muisne,0.6,-80.0333,25.46,84,81,2.27,EC,1697591467
418,bambari,5.768,20.6757,21.5,94,96,0.46,CF,1697591468
419,mvurwi,-17.0333,30.85,16.9,88,100,1.58,ZW,1697591468
420,kanniyakumari,8.0833,77.5667,25.51,88,100,5.31,IN,1697591468
421,kisanga,-7.4362,37.7034,23.9,77,13,2.2,TZ,1697591469
422,salina cruz,16.1667,-95.2,25.52,63,18,10.99,MX,1697591470
423,ulladulla,-35.35,150.4667,17.07,60,38,2.94,AU,1697591470
424,port blair,11.6667,92.75,27.02,89,40,0.51,IN,1697591470
425,hilo,19.7297,-155.09,27.92,71,40,3.6,US,1697591174
426,bishkul,54.7803,69.1033,10.19,71,0,5.0,KZ,1697591471
427,trevelin,-43.0858,-71.4639,10.71,68,6,1.51,AR,1697591471
428,aripuana,-9.1667,-60.6333,27.47,57,49,0.31,BR,1697591471
429,bayganin,48.6947,55.8742,4.83,76,34,3.68,KZ,1697591472
430,lospalos,-8.5186,127.0025,27.62,53,17,4.81,TL,1697591472
431,sinjar,36.3209,41.8754,19.92,41,1,1.0,IQ,1697591472
432,darwin,-12.4611,130.8418,33.83,51,0,3.6,AU,1697591182
433,rabaul,-4.1967,152.1721,28.49,72,24,1.96,PG,1697591473
434,nagqu,31.5,92.0,-2.72,91,100,1.48,CN,1697591473
435,cabo san lucas,22.8909,-109.9124,31.17,62,0,2.06,MX,1697591141
436,naze,28.3667,129.4833,22.0,54,0,2.59,JP,1697591473
437,coquimbo,-29.9533,-71.3436,13.85,88,100,2.06,CL,1697590910
438,fort st. john,56.2499,-120.8529,8.61,65,100,2.38,CA,1697591474
439,enewetak,11.3474,162.3373,28.3,78,75,7.12,MH,1697591474
440,rikaze,29.25,88.8833,3.08,50,82,1.26,CN,1697591474
441,ancud,-41.8697,-73.8203,8.75,88,27,1.33,CL,1697591475
442,revelstoke,50.9832,-118.2023,10.57,77,100,1.31,CA,1697591475
443,ponte de sor,39.2496,-8.0101,18.17,92,83,4.85,PT,1697591475
444,sovetsk,55.0839,21.8785,9.93,76,100,6.69,RU,1697591475
445,abatskoye,56.2875,70.4555,8.9,74,25,4.6,RU,1697591476
446,nevel'sk,46.6733,141.8633,10.8,64,14,3.28,RU,1697591376
447,salekhard,66.53,66.6019,1.56,100,100,2.03,RU,1697591476
448,bull savanna,17.8868,-77.5902,26.09,79,9,1.17,JM,1697591477
449,lichinga,-13.3128,35.2406,18.65,78,95,3.93,MZ,1697591477
450,palangkaraya,-2.2,113.8333,28.04,75,90,0.97,ID,1697591477
451,labuan bajo,-8.4964,119.8877,29.6,54,62,1.54,ID,1697591364
452,urengoy,65.9667,78.3667,4.5,95,100,4.92,RU,1697591478
453,wingham,43.8879,-81.3114,9.04,90,40,2.17,CA,1697591478
454,katsuura,35.1333,140.3,20.54,75,78,3.1,JP,1697591478
455,greymouth,-42.4667,171.2,14.22,67,92,2.02,NZ,1697591437
456,hegang,47.4,130.3667,8.89,42,100,1.01,CN,1697591479
457,ulsteinvik,62.3432,5.8487,8.2,91,100,2.24,NO,1697591479
458,labuan,5.2767,115.2417,28.04,74,6,2.69,MY,1697591479
459,usogorsk,63.4106,48.6872,3.15,87,100,3.85,RU,1697591480
460,maslyanino,54.3436,84.2111,4.32,87,5,2.15,RU,1697591480
461,bandarbeyla,9.4942,50.8122,26.37,81,11,0.73,SO,1697591480
462,margasari,-7.1,109.0167,27.61,69,58,3.34,ID,1697591480
463,saudarkrokur,65.7461,-19.6394,5.47,88,100,4.88,IS,1697591481
464,yambio,4.5721,28.3955,19.35,97,88,1.01,SS,1697591481
465,beledweyne,4.7358,45.2036,26.97,73,100,6.62,SO,1697591481
466,geraldton,-28.7667,114.6,20.23,64,3,7.2,AU,1697591481
467,sweetwater,25.7634,-80.3731,21.12,62,0,3.09,US,1697591482
468,lahad datu,5.0268,118.327,28.22,77,100,0.69,MY,1697591482
469,bikenibeu village,1.3673,173.1241,29.98,79,75,5.66,KI,1697591482
470,kurchatov,51.6601,35.6521,5.79,79,41,5.55,RU,1697591482
471,chibougamau,49.9168,-74.3659,4.98,74,41,0.9,CA,1697591483
472,zouerate,22.7187,-12.4521,29.44,21,17,2.9,MR,1697591483
473,port alfred,-33.5906,26.891,13.99,94,0,4.62,ZA,1697591483
474,palmer,42.1584,-72.3287,12.65,83,75,0.0,US,1697591483
475,kibale,0.8,31.0667,15.42,99,49,0.66,UG,1697591484
476,puerto san jose,13.9256,-90.8244,26.51,75,88,2.49,GT,1697591484
477,petrovsk-zabaykal'skiy,51.273,108.843,2.94,74,100,0.45,RU,1697591484
478,joinville,-26.3044,-48.8456,22.84,99,100,1.04,BR,1697591484
479,qulsary,46.9531,54.0198,7.58,68,100,3.57,KZ,1697591485
480,hohhot,40.8106,111.6522,9.34,32,12,1.15,CN,1697591357
481,shohimardon,39.9839,71.8028,2.43,47,100,2.25,UZ,1697591485
482,luau,-10.7073,22.2247,18.55,91,100,3.32,AO,1697591486
483,seaford,50.7714,0.1027,13.86,81,100,3.13,GB,1697591486
484,sydney,-33.8679,151.2073,20.35,58,40,4.63,AU,1697591233
485,ketchikan,55.3422,-131.6461,12.99,87,100,9.26,US,1697591486
486,tahe,52.3333,124.7333,3.24,75,100,3.13,CN,1697591487
487,filingue,14.3521,3.3168,32.62,21,100,2.14,NE,1697591487
488,sabang,5.8933,95.3214,27.46,74,96,5.75,ID,1697591487
489,long beach,33.767,-118.1892,28.32,83,0,5.14,US,1697591487
490,san agustin de valle fertil,-30.6335,-67.4682,17.25,54,87,7.67,AR,1697591487
491,rock springs,41.5875,-109.2029,16.69,32,0,7.2,US,1697591488
492,hobyo,5.3505,48.5268,27.64,79,20,4.9,SO,1697591488
493,bhimunipatnam,17.8833,83.4333,23.73,74,72,2.03,IN,1697591488
494,juneau,58.3019,-134.4197,9.01,97,100,0.0,US,1697591478
495,inari,68.906,27.0288,-4.89,98,95,1.69,FI,1697591489
496,libreville,0.3925,9.4537,25.14,89,100,1.6,GA,1697591489
497,george town,5.4112,100.3354,29.41,83,20,1.54,MY,1697591305
498,kayyerkan,69.3786,87.7439,-0.91,95,100,7.29,RU,1697591490
499,puerto aysen,-45.4,-72.7,7.79,99,100,0.88,CL,1697591490
500,barranca,-10.75,-77.7667,19.42,85,74,3.62,PE,1697591490
501,monteagudo,-19.8167,-63.9833,19.66,88,46,1.03,BO,1697591490
502,morehead city,34.7229,-76.726,16.12,81,100,2.57,US,1697591491
503,chernushka,56.5072,56.0766,4.11,72,66,7.42,RU,1697591491
504,totness,5.8833,-56.3167,27.11,82,48,3.64,SR,1697591491
505,sanya,18.2431,109.505,26.06,88,100,5.89,CN,1697591492
506,lombardia,19.15,-102.0333,25.47,87,100,1.29,MX,1697591492
507,asvestochori,40.6413,23.0253,12.3,88,75,1.79,GR,1697591492
508,ola,59.5833,151.2833,1.19,38,0,5.48,RU,1697591493
509,kayes,14.0,-11.0,26.14,62,100,2.05,ML,1697591493
510,khovd,48.0056,91.6419,2.81,34,3,0.33,MN,1697591493
511,volnovakha,47.601,37.4967,2.75,71,73,1.97,UA,1697591493
512,owase,34.0667,136.2,21.67,52,0,1.43,JP,1697591494
513,manoc-manoc,11.9416,121.9428,28.58,71,58,6.12,PH,1697591494
514,xinyang,32.1228,114.0656,22.35,53,6,0.91,CN,1697591494
515,kangding,30.0513,101.9603,12.25,76,42,0.76,CN,1697591494
516,dryden,49.7833,-92.7503,12.16,62,100,3.6,CA,1697591494
517,dadiya,9.6167,11.4333,22.88,82,88,0.8,NG,1697591495
518,yichun,47.7,128.9,8.14,56,100,2.97,CN,1697591495
519,luang namtha,20.9497,101.4011,24.53,75,94,0.25,LA,1697591495
520,fort mcmurray,56.7268,-111.381,5.77,87,93,4.12,CA,1697591473
521,wainwright,52.839,-110.8572,7.97,83,100,4.03,CA,1697591496
522,kashgar,39.4547,75.9797,12.78,45,100,2.45,CN,1697591496
523,retreat,38.8245,-85.8533,10.81,92,77,2.99,US,1697591496
524,prey veng,11.4868,105.3253,27.14,82,100,2.22,KH,1697591496
525,brokopondo,4.75,-55.1667,25.2,86,42,3.32,SR,1697591496
526,turkmenbasy,40.0222,52.9552,13.42,77,100,6.58,TM,1697591497
527,glace bay,46.1969,-59.957,8.31,86,100,4.02,CA,1697591497
528,phalodi,27.1333,72.3667,24.16,65,0,2.78,IN,1697591497
529,kirakira,-10.4544,161.9205,29.0,65,100,2.85,SB,1697591497
530,quibala,-10.7337,14.98,18.29,98,100,1.23,AO,1697591498
531,tarko-sale,64.9225,77.785,4.44,88,100,5.36,RU,1697591498
532,punta del este,-34.9667,-54.95,11.09,73,20,7.72,UY,1697591498
533,pandan,14.0453,124.1694,27.58,85,96,3.85,PH,1697591499
534,kirensk,57.7853,108.1119,0.57,95,100,0.89,RU,1697591499
535,pankshin,9.3333,9.45,18.86,83,75,2.04,NG,1697591499
536,nemuro,43.3236,145.575,13.53,64,6,7.88,JP,1697591391
537,marang,5.2056,103.2059,27.3,80,99,1.81,MY,1697591296
538,richards bay,-28.783,32.0377,18.63,86,100,2.51,ZA,1697591500
539,belmonte,-15.8631,-38.8828,22.93,79,55,2.69,BR,1697591500
540,hotan,37.0997,79.9269,10.14,33,84,2.53,CN,1697591500
541,gondar,12.6,37.4667,13.61,78,14,1.78,ET,1697591501
542,ta`u,-14.2336,-169.5144,26.08,83,97,8.45,AS,1697591501
543,sinabang,2.4803,96.3801,26.36,84,75,3.31,ID,1697591501
544,ad dabbah,18.05,30.95,24.53,18,1,4.47,SD,1697591501
545,koumra,8.9126,17.5539,23.63,76,94,1.64,TD,1697591502
546,saint-pierre,-21.3393,55.4781,22.82,73,20,2.57,RE,1697591502
547,kumbo,6.2,10.6667,15.49,89,100,1.02,CM,1697591502
548,terenozek,45.05,64.9833,9.62,47,6,2.85,KZ,1697591502
549,paracuru,-3.41,-39.0306,26.73,78,100,6.36,BR,1697591502
550,vila franca do campo,37.7167,-25.4333,21.23,99,100,6.56,PT,1697591503
551,lerwick,60.1545,-1.1494,9.0,87,100,4.5,GB,1697591503
552,castillos,-34.1667,-53.8333,8.37,84,1,3.52,UY,1697591503
553,tyul'gan,52.3405,56.166,6.46,55,99,4.92,RU,1697591503
554,maragogi,-9.0122,-35.2225,23.4,83,100,3.77,BR,1697591407
555,taulaga,-11.0553,-171.0883,27.48,80,98,6.09,AS,1697591504
556,chinde,26.8418,88.0763,13.78,77,7,2.13,NP,1697591504
557,watertown,42.3709,-71.1828,12.22,86,100,3.09,US,1697591316
558,korsakov,46.6328,142.7813,11.91,51,19,7.6,RU,1697591504
559,el calafate,-50.3408,-72.2768,7.59,80,97,2.6,AR,1697591505
560,grand baie,-20.0182,57.5802,24.14,83,20,4.3,MU,1697591505
561,weno,7.4515,151.8468,29.97,89,100,3.6,FM,1697591505
562,vila nova de paiva,40.8659,-7.7613,13.91,94,100,6.2,PT,1697591505
563,tongouson,5.0214,120.1328,28.33,77,99,2.65,PH,1697591505
564,broken hill,-31.95,141.4333,21.59,22,0,4.63,AU,1697591228
565,yanbu,24.0891,38.0637,23.02,53,0,3.09,SA,1697591506
566,cannonvale,-20.2833,148.7,23.66,68,79,9.37,AU,1697591506
567,bukama,-9.2,25.85,21.01,91,100,1.86,CD,1697591506
568,marsala,37.7966,12.4352,22.44,75,100,3.62,IT,1697591507
569,tataouine,32.9297,10.4518,24.25,20,7,2.8,TN,1697591507
570,illizi,26.4833,8.4667,27.32,21,95,2.64,DZ,1697591507
571,bermejillo,25.8833,-103.6167,24.02,31,0,2.82,MX,1697591507
572,lubango,-14.9172,13.4925,17.61,46,36,1.79,AO,1697591508
573,midvagur,62.0511,-7.1939,8.46,93,100,6.69,FO,1697591508
574,fedorovskiy,45.0972,40.9517,8.55,62,100,2.24,RU,1697591508
575,akureyri,65.6835,-18.0878,3.96,81,0,2.06,IS,1697591508
576,au in der hallertau,48.55,11.75,3.4,94,100,3.31,DE,1697591508
577,chardon,41.6142,-81.149,9.58,92,8,2.38,US,1697591509
578,mili,6.0815,171.735,28.33,69,50,0.65,MH,1697591509
579,biale blota,53.0952,17.9162,4.13,81,100,4.12,PL,1697591509
580,puerto baquerizo moreno,-0.9,-89.6,23.57,84,68,4.84,EC,1697591509
581,kodinsk,58.6881,99.1844,1.91,96,100,1.91,RU,1697591510
582,mbanza-ngungu,-5.25,14.8667,21.4,87,94,1.82,CD,1697591510
583,kudahuvadhoo,2.6708,72.8944,27.69,75,26,4.88,MV,1697591510
